player,nation,position,squad,competition,age,born,90s,yellow_cards,red_cards,second_yellowcards,fouls_commited,fouls_drawn,offsides,crosses,interceptions,tackles_won,pk_won,pk_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerial_won%
Donyell Malen,NED,"FW,MF",Dortmund,Bundesliga,25,1999,6.8,1,0,0,2,7,3,13,3,0,0,0,0,15,1,3,25
Ruslan Malinovskyi,UKR,"MF,FW",Genoa,Serie A,31,1993,4.3,2,0,0,9,5,0,3,1,8,0,0,0,16,7,6,53.8
Lennard Maloney,USA,MF,Heidenheim,Bundesliga,24,1999,8.4,1,0,0,11,4,1,1,14,11,0,0,0,40,16,12,57.1
Lennard Maloney,USA,MF,Mainz 05,Bundesliga,24,1999,0.3,1,0,0,2,0,0,0,0,1,0,0,0,1,2,0,100
Aaron Malouda,FRA,FW,Lille,Ligue 1,18,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,23,2000,34,2,0,0,1,6,0,0,1,2,0,1,0,29,4,2,66.7
Dennis Man,ROU,"FW,MF",Parma,Serie A,25,1998,22.2,0,0,0,8,17,4,33,8,6,0,0,0,72,9,17,34.6
Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,24,1999,0.2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,100
Gianluca Mancini,ITA,DF,Roma,Serie A,28,1996,34.9,8,0,0,49,34,6,33,35,26,0,0,0,99,60,34,63.8
Steve Mandanda,FRA,GK,Rennes,Ligue 1,39,1985,16.5,0,0,0,0,1,0,0,0,0,0,0,0,26,1,0,100
Christos Mandas,GRE,GK,Lazio,Serie A,22,2001,9,0,0,0,0,3,0,0,0,0,0,0,0,18,6,1,85.7
Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,30,1994,10.5,4,0,0,19,18,1,8,16,11,0,1,0,52,10,14,41.7
Aïssa Mandi,ALG,DF,Lille,Ligue 1,32,1991,19.3,3,0,0,7,9,1,10,15,17,0,0,0,67,14,22,38.9
Rolando Mandragora,ITA,MF,Fiorentina,Serie A,27,1997,20.6,7,0,0,18,39,2,39,15,13,0,0,0,61,14,16,46.7
Mateus Mane,,MF,Wolves,Premier League,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
Orel Mangala,BEL,MF,Everton,Premier League,26,1998,14,2,0,0,24,17,2,6,21,8,0,0,0,49,6,8,42.9
Orel Mangala,BEL,MF,Lyon,Ligue 1,26,1998,0.7,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,
Ryan Manning,IRL,"DF,MF",Southampton,Premier League,28,1996,16.2,2,0,0,19,32,0,84,17,17,0,0,0,65,15,6,71.4
Javier Manquillo,ESP,DF,Celta Vigo,La Liga,30,1994,5.7,1,0,0,9,1,0,3,7,5,0,0,0,18,5,8,38.5
Johan Manzambi,SUI,"FW,MF",Freiburg,Bundesliga,18,2005,3.7,2,0,0,7,7,0,5,4,2,0,0,0,14,9,5,64.3
Alberto Manzoni,ITA,MF,Atalanta,Serie A,19,2005,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,100
Sekou Mara,FRA,"FW,MF",Strasbourg,Ligue 1,22,2002,8.5,2,0,0,18,16,3,3,3,6,0,0,0,21,19,23,45.2
Alessandro Marcandalli,ITA,DF,Genoa,Serie A,21,2002,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100
Alessandro Marcandalli,ITA,DF,Venezia,Serie A,21,2002,3.9,2,0,0,9,0,0,0,2,6,0,1,0,16,12,12,50
Marcão,BRA,DF,Sevilla,La Liga,28,1996,6.1,6,1,1,9,10,0,0,7,7,0,1,0,27,14,5,73.7
Solly March,ENG,"FW,MF",Brighton,Premier League,30,1994,1.9,2,0,0,2,2,3,20,2,3,0,0,0,7,1,2,33.3
Filip Marchwiński,POL,MF,Lecce,Serie A,22,2002,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Óscar de Marcos,ESP,DF,Athletic Club,La Liga,35,1989,17.4,0,0,0,16,5,1,55,16,15,0,0,0,89,8,12,40
Alberto Marí,ESP,FW,Valencia,La Liga,23,2001,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Pablo Marí,ESP,DF,Monza,Serie A,30,1993,18.1,4,1,1,27,5,0,1,37,15,0,1,0,59,40,21,65.6
Pablo Marí,ESP,DF,Fiorentina,Serie A,30,1993,12.2,2,0,0,14,5,0,0,25,9,0,0,0,39,31,12,72.1
José María Giménez,URU,DF,Atlético Madrid,La Liga,29,1995,22.2,5,0,0,13,12,0,0,27,16,0,0,1,78,38,37,50.7
Luca Marianucci,ITA,DF,Empoli,Serie A,20,2004,11.9,0,1,0,11,5,0,7,19,12,0,0,0,43,28,33,45.9
Mirko Marić,CRO,"FW,MF",Monza,Serie A,29,1995,1.2,0,0,0,2,2,0,2,1,0,0,0,0,4,6,12,33.3
Mirko Marić,CRO,FW,Venezia,Serie A,29,1995,4,0,0,0,3,4,3,3,1,3,0,0,0,11,13,22,37.1
Arkaitz Mariezkurrena,ESP,"FW,MF",Real Sociedad,La Liga,19,2005,2.7,1,0,0,13,1,0,5,1,0,0,0,0,10,4,3,57.1
Rafa Marín,ESP,DF,Napoli,Serie A,22,2002,1.6,1,0,0,2,2,0,0,1,0,0,0,0,4,2,2,50
Pablo Marín,ESP,MF,Real Sociedad,La Liga,21,2003,13.8,3,0,0,19,16,0,12,5,17,0,1,0,62,18,26,40.9
Răzvan Marin,ROU,MF,Cagliari,Serie A,28,1996,15.6,4,0,0,25,13,0,77,2,13,0,0,0,70,9,17,34.6
Guillermo Maripán,CHI,DF,Torino,Serie A,30,1994,26,4,1,0,29,8,1,2,41,23,0,0,0,90,72,47,60.5
Mika Mármol,ESP,DF,Las Palmas,La Liga,23,2001,26.7,5,0,0,33,8,3,57,38,29,0,1,0,78,28,21,57.1
Omar Marmoush,EGY,"FW,MF",Manchester City,Premier League,25,1999,13.1,0,0,0,15,20,10,28,6,8,1,0,0,37,5,11,31.3
Omar Marmoush,EGY,FW,Eint Frankfurt,Bundesliga,25,1999,16.1,2,0,0,8,55,7,78,2,8,1,0,0,51,7,14,33.3
Mario Maroto,ESP,MF,Valladolid,La Liga,20,2003,0.7,0,0,0,2,0,0,2,2,0,0,0,0,2,1,1,50
Marquinhos,BRA,DF,Paris S-G,Ligue 1,30,1994,19.2,3,0,0,18,7,1,3,11,19,0,1,0,103,32,17,65.3
Unai Marrero,ESP,GK,Real Sociedad,La Liga,22,2001,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Ange Martial Tia,MLI,"MF,DF",Reims,Ligue 1,17,2006,1.9,0,0,0,3,1,0,3,2,3,0,0,0,12,5,3,62.5
Aarón Martín,ESP,DF,Genoa,Serie A,27,1997,34.3,5,0,0,38,28,4,256,19,47,0,1,0,146,20,33,37.7
Carlos Martín,ESP,"FW,MF",Alavés,La Liga,22,2002,14.8,3,0,0,32,28,6,24,5,21,0,0,0,55,15,19,44.1
Diego Martín,ESP,FW,Las Palmas,La Liga,20,2003,0.4,0,0,0,0,1,0,4,0,1,0,0,0,1,0,3,0
Gerard Martín,ESP,DF,Barcelona,La Liga,22,2002,11.5,2,0,0,14,9,0,36,13,10,0,0,0,42,14,6,70
Iván Martín,ESP,MF,Girona,La Liga,25,1999,22.7,1,0,0,21,14,4,21,11,19,0,0,0,110,4,18,18.2
Jon Martin,ESP,DF,Real Sociedad,La Liga,18,2006,10,2,0,0,20,0,0,0,7,9,0,0,0,22,53,9,85.5
Jonas Martin,FRA,MF,Brest,Ligue 1,34,1990,5.5,2,0,0,7,10,0,3,8,7,0,1,0,30,6,9,40
Mario Martín,ESP,MF,Valladolid,La Liga,20,2004,19.4,8,3,1,50,44,1,11,21,32,0,1,0,83,31,34,47.7
Gabriel Martinelli,BRA,"FW,MF",Arsenal,Premier League,23,2001,25.4,1,0,0,16,21,8,92,5,15,0,0,0,78,17,39,30.4
Arnau Martinez,ESP,"DF,MF",Girona,La Liga,21,2003,29.2,3,0,0,20,37,2,58,31,28,0,1,0,125,29,22,56.9
Emiliano Martínez,ARG,GK,Aston Villa,Premier League,31,1992,35.5,5,1,0,2,6,0,0,0,3,0,0,0,34,10,1,90.9
Iñigo Martínez,ESP,DF,Barcelona,La Liga,33,1991,27.7,5,0,0,18,28,0,8,18,14,1,0,0,126,58,33,63.7
Javi Martínez,ESP,MF,Osasuna,La Liga,24,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Josep Martinez,ESP,GK,Inter,Serie A,26,1998,5,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,100
Lautaro Martínez,ARG,FW,Inter,Serie A,26,1997,27.5,1,0,0,41,40,22,11,10,16,0,0,0,73,35,38,47.9
Lisandro Martínez,ARG,DF,Manchester Utd,Premier League,26,1998,19.5,7,0,0,22,7,0,9,32,24,0,0,0,81,16,13,55.2
Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,28,1996,3.9,1,0,0,8,2,0,0,3,7,0,0,0,13,12,10,54.5
Ramón Martínez,ESP,DF,Sevilla,La Liga,21,2002,2.9,0,0,0,1,1,0,0,2,3,0,0,0,5,7,3,70
Toni Martínez,ESP,FW,Alavés,La Liga,27,1997,11.2,1,0,0,17,13,8,7,1,7,0,1,0,30,79,68,53.7
Kevin Martins,ITA,"MF,DF",Monza,Serie A,19,2005,2,1,0,0,3,4,0,6,1,4,0,0,0,12,2,1,66.7
Javi Martón,ESP,"FW,MF",Athletic Club,La Liga,25,1999,0.6,1,0,0,1,0,1,0,0,0,0,0,0,2,2,1,66.7
Adam Marušić,MNE,DF,Lazio,Serie A,31,1992,26,1,0,0,20,14,2,54,16,20,0,0,1,83,29,26,52.7
Marvin,ESP,"DF,FW",Las Palmas,La Liga,24,2000,11.5,4,0,0,20,17,0,52,15,13,0,1,0,53,10,17,37
Omar Mascarell,EQG,MF,Mallorca,La Liga,31,1993,22.1,5,1,0,30,13,0,5,49,13,0,0,0,90,44,25,63.8
Adam Masina,MAR,DF,Torino,Serie A,30,1994,21.3,5,0,0,23,18,2,14,27,15,1,0,0,88,66,23,74.2
Patrizio Masini,ITA,MF,Genoa,Serie A,23,2001,17.1,3,0,0,36,48,0,26,15,29,0,0,0,87,28,24,53.8
Giorgos Masouras,GRE,"FW,MF",Bochum,Bundesliga,30,1994,11.7,1,0,0,12,10,15,26,4,10,0,0,0,44,26,36,41.9
Erhan Mašović,SRB,DF,Bochum,Bundesliga,25,1998,10.1,2,0,0,12,4,0,0,12,10,0,0,0,32,22,15,59.5
Han-Noah Massengo,FRA,MF,Auxerre,Ligue 1,23,2001,11.6,5,0,0,17,21,0,9,17,11,0,0,0,57,7,11,38.9
Clinton Mata,ANG,DF,Lyon,Ligue 1,31,1992,26.3,6,0,0,27,34,1,38,46,29,0,0,0,129,21,17,55.3
Jaime Mata,ESP,"FW,MF",Las Palmas,La Liga,35,1988,7.3,9,0,0,20,14,12,9,3,2,0,0,0,18,26,30,46.4
Igor Matanovic,CRO,FW,Eint Frankfurt,Bundesliga,21,2003,3.5,0,0,0,6,11,1,0,1,0,0,0,0,8,10,15,40
Pape Matar Sarr,SEN,MF,Tottenham,Premier League,21,2002,21.3,6,0,0,34,35,2,14,30,36,0,1,0,115,34,45,43
Eliot Matazo,BEL,MF,Monaco,Ligue 1,22,2002,0.8,0,0,0,0,2,0,0,1,2,0,0,0,7,1,0,100
Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,27,1997,29.4,2,0,0,27,28,21,26,2,12,0,0,0,68,63,107,37.1
Nemanja Matić,SRB,MF,Lyon,Ligue 1,35,1988,22.3,1,0,0,13,7,0,9,18,29,0,0,0,125,15,13,53.6
Rudy Matondo,FRA,MF,Auxerre,Ligue 1,16,2008,0.7,1,0,0,4,3,0,0,0,1,0,0,0,2,0,0,
Chrislain Matsima,FRA,DF,Augsburg,Bundesliga,22,2002,28.3,4,0,0,10,10,1,3,52,20,0,1,1,143,68,28,70.8
Jean Mattéo Bahoya,FRA,"MF,FW",Eint Frankfurt,Bundesliga,19,2005,10.2,3,0,0,9,7,2,31,4,18,0,0,0,51,13,7,65
Alan Matturro,URU,DF,Genoa,Serie A,19,2004,10,2,0,0,10,5,2,8,14,6,0,1,0,26,16,16,50
Azor Matusiwa,NED,MF,Rennes,Ligue 1,26,1998,23.1,3,0,0,29,32,0,1,34,39,0,1,0,134,28,18,60.9
Neal Maupay,FRA,FW,Marseille,Ligue 1,27,1996,11.6,3,1,1,10,17,2,1,2,4,0,0,0,21,8,14,36.4
Maurides,BRA,FW,St. Pauli,Bundesliga,30,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stephy Mavididi,ENG,FW,Leicester City,Premier League,26,1998,17.9,2,0,0,18,18,3,69,11,19,0,0,0,83,9,15,37.5
Konstantinos Mavropanos,GRE,DF,West Ham,Premier League,26,1997,22.7,6,1,1,17,16,3,2,40,24,0,0,0,77,57,25,69.5
Christian Mawissa,FRA,DF,Monaco,Ligue 1,19,2005,16.7,3,0,0,19,7,0,3,26,29,0,1,0,70,31,18,63.3
Keke Maximilian Topp,GER,"FW,MF",Werder Bremen,Bundesliga,20,2004,2.8,1,0,0,8,6,2,6,1,1,0,0,0,15,10,15,40
Borja Mayoral,ESP,FW,Getafe,La Liga,27,1997,12.4,0,0,0,9,15,12,9,2,4,0,0,0,36,17,41,29.3
Senny Mayulu,FRA,MF,Paris S-G,Ligue 1,18,2006,9,1,0,0,20,18,0,9,5,16,0,0,0,32,1,10,9.1
Noussair Mazraoui,MAR,DF,Manchester Utd,Premier League,26,1997,31.5,3,0,0,38,25,4,23,34,68,0,1,0,149,50,30,62.5
Andrea Mazza,ITA,GK,Monza,Serie A,20,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Luca Mazzitelli,ITA,MF,Como,Serie A,28,1995,3.7,1,0,0,9,4,0,12,3,6,0,0,0,14,2,6,25
Pasquale Mazzocchi,ITA,"DF,FW",Napoli,Serie A,29,1995,7.8,3,0,0,9,5,1,13,5,7,0,0,0,31,5,8,38.5
Samuel Mbangula,BEL,FW,Juventus,Serie A,20,2004,7.9,1,0,0,6,14,0,17,3,10,1,0,0,33,2,7,22.2
Ethan Mbappé,FRA,"MF,FW",Lille,Ligue 1,17,2006,2.5,3,0,0,5,1,1,14,1,2,0,0,0,8,1,2,33.3
Kylian Mbappé,FRA,FW,Real Madrid,La Liga,25,1998,32.3,3,1,0,25,40,44,35,1,5,3,0,0,36,4,6,40
Ibrahim Mbaye,FRA,"FW,MF",Paris S-G,Ligue 1,16,2008,3.8,0,0,0,6,3,1,5,2,2,0,0,0,10,2,4,33.3
Bryan Mbeumo,CMR,FW,Brentford,Premier League,24,1999,37.9,3,0,0,25,44,11,202,14,31,0,0,0,156,34,74,31.5
James Mcatee,ENG,"MF,FW",Manchester City,Premier League,21,2002,3.9,1,0,0,6,3,0,8,2,2,0,0,0,8,2,3,40
Kasey McAteer,IRL,FW,Leicester City,Premier League,22,2001,9.5,3,0,0,18,15,3,21,5,16,0,0,0,45,13,17,43.3
Oliver McBurnie,SCO,FW,Las Palmas,La Liga,28,1996,20.4,3,0,0,32,19,9,2,6,7,0,0,0,40,87,93,48.3
Alex McCarthy,ENG,GK,Southampton,Premier League,34,1989,5,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,100
John McGinn,SCO,"MF,FW",Aston Villa,Premier League,29,1994,24.7,7,0,0,43,69,3,60,14,24,1,0,0,100,17,12,58.6
Scott McKenna,SCO,DF,Las Palmas,La Liga,27,1996,27.4,5,1,0,13,8,1,2,9,13,0,1,1,69,85,44,65.9
Weston McKennie,USA,"MF,DF",Juventus,Serie A,25,1998,25.7,3,0,0,32,19,1,19,14,12,0,1,0,104,35,30,53.8
Mark McKenzie,USA,DF,Toulouse,Ligue 1,25,1999,27.7,1,1,0,30,12,1,1,22,31,0,1,0,128,44,34,56.4
Dwight McNeil,ENG,"MF,FW",Everton,Premier League,24,1999,15.2,1,0,0,6,18,1,105,6,8,0,0,0,76,3,17,15
Scott McTominay,SCO,MF,Manchester Utd,Premier League,27,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100
Scott McTominay,SCO,MF,Napoli,Serie A,27,1996,32.6,3,0,0,45,60,5,11,24,25,1,0,0,143,66,50,56.9
Jakov Medić,CRO,DF,Bochum,Bundesliga,25,1998,17.8,2,0,0,10,7,2,1,22,11,0,1,0,73,30,27,52.6
Facundo Medina,ARG,DF,Lens,Ligue 1,25,1999,28.3,15,1,1,29,22,0,16,32,29,0,1,0,165,30,24,55.6
Ben Mee,ENG,DF,Brentford,Premier League,34,1989,2,2,0,0,5,0,0,0,4,2,0,0,0,11,5,5,50
Jayden Meghoma,ENG,DF,Brentford,Premier League,18,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Henrik Meister,DEN,FW,Rennes,Ligue 1,20,2003,0.7,0,0,0,3,1,0,0,1,0,0,0,0,7,2,3,40
Bamo Meïté,CIV,DF,Montpellier,Ligue 1,22,2001,4.7,2,1,0,8,4,0,0,4,3,0,0,0,8,5,6,45.5
Bamo Meïté,CIV,DF,Marseille,Ligue 1,22,2001,0.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Mohamed Meité,FRA,FW,Rennes,Ligue 1,16,2007,6,0,0,0,14,8,4,2,0,0,0,0,0,5,15,11,57.7
Mateo Mejía,ESP,FW,Sevilla,La Liga,21,2003,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100
Farid El Melali,ALG,FW,Angers,Ligue 1,27,1997,21,1,0,0,21,46,8,87,16,16,3,0,0,100,6,21,22.2
Filippo Melegoni,ITA,"MF,FW",Genoa,Serie A,25,1999,1,0,0,0,0,1,0,2,0,1,0,0,0,2,1,0,100
Arthur Melo,BRA,MF,Girona,La Liga,27,1996,10.5,2,0,0,16,27,0,7,8,11,0,0,0,49,0,3,0
Nuno Mendes,POR,DF,Paris S-G,Ligue 1,22,2002,18.6,3,0,0,13,23,1,60,18,19,1,1,0,108,15,11,57.7
Brais Méndez,ESP,MF,Real Sociedad,La Liga,27,1997,17,4,0,0,41,45,9,52,7,13,0,0,0,76,18,27,40
Antoine Mendy,SEN,DF,Nice,Ligue 1,20,2004,9.2,2,0,0,13,9,0,7,8,21,0,0,0,48,17,13,56.7
Ferland Mendy,FRA,DF,Real Madrid,La Liga,29,1995,11.2,1,1,0,5,7,0,1,9,14,0,0,0,36,4,2,66.7
Nampalys Mendy,SEN,MF,Lens,Ligue 1,32,1992,6.5,2,0,0,11,12,0,2,9,8,0,0,0,30,1,1,50
Nobel Mendy,FRA,DF,Betis,La Liga,19,2004,1.2,1,0,0,1,1,0,0,4,0,0,0,0,7,1,0,100
Gideon Mensah,GHA,DF,Auxerre,Ligue 1,26,1998,25.3,2,0,0,33,26,1,76,50,45,0,1,0,172,16,19,45.7
Alex Meret,ITA,GK,Napoli,Serie A,27,1997,33.4,0,0,0,1,4,0,0,0,0,0,1,1,61,6,0,100
Mikel Merino,ESP,"MF,FW",Arsenal,Premier League,28,1996,17.6,4,1,1,41,23,7,13,15,28,0,0,0,86,59,55,51.8
Quentin Merlin,FRA,DF,Marseille,Ligue 1,22,2002,17.7,1,0,0,11,17,2,95,14,17,0,0,0,69,7,15,31.8
Víctor Meseguer,ESP,MF,Valladolid,La Liga,25,1999,4.6,1,0,0,8,5,0,3,2,6,0,0,0,25,10,8,55.6
Rafik Messali,FRA,DF,Toulouse,Ligue 1,21,2003,5.1,0,0,0,9,8,1,16,10,8,0,0,0,28,6,4,60
Junior Messias,BRA,"MF,FW",Genoa,Serie A,33,1991,9.4,1,0,0,8,21,0,22,6,7,0,0,0,39,14,26,35
Connor Metcalfe,AUS,"MF,FW",St. Pauli,Bundesliga,24,1999,4,2,1,1,5,4,0,7,3,0,0,0,0,9,13,11,54.2
Karol Mets,EST,DF,St. Pauli,Bundesliga,31,1993,10,1,0,0,7,5,0,3,12,8,0,1,0,35,24,10,70.6
Thomas Meunier,BEL,DF,Lille,Ligue 1,32,1991,21.4,5,0,0,27,3,3,62,34,38,0,1,0,88,33,19,63.5
Alexander Meyer,GER,GK,Dortmund,Bundesliga,33,1991,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
Shumaira Mheuka,ENG,MF,Chelsea,Premier League,16,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
Lucas Michal,FRA,"FW,MF",Monaco,Ligue 1,19,2005,1.3,0,0,0,5,4,0,2,1,3,0,0,0,4,3,5,37.5
Florian Micheler,AUT,MF,Hoffenheim,Bundesliga,19,2005,0.4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
Miguel,ESP,FW,Leganés,La Liga,24,1999,19.2,3,0,0,23,30,12,9,4,7,0,0,0,27,29,96,23.2
Valentin Mihaila,ROU,"FW,MF",Parma,Serie A,24,2000,14.3,2,0,0,17,20,1,33,8,15,0,1,0,39,13,27,32.5
Georges Mikautadze,GEO,FW,Lyon,Ligue 1,23,2000,16.1,2,0,0,7,23,3,9,4,6,2,0,0,44,15,40,27.3
Igor Miladinović,SRB,"FW,MF",Saint-Étienne,Ligue 1,21,2003,0.3,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,100
Nikola Milenković,SRB,DF,Nott'ham Forest,Premier League,26,1997,37,4,0,0,20,5,2,0,27,29,0,0,0,85,101,39,72.1
Lewis Miley,ENG,MF,Newcastle Utd,Premier League,18,2006,3.5,0,0,0,3,1,0,0,2,11,0,0,0,16,6,7,46.2
Vanja Milinković-Savić,SRB,GK,Torino,Serie A,27,1997,37,3,0,0,1,10,0,0,0,0,0,1,0,51,11,2,84.6
Éder Militão,BRA,DF,Real Madrid,La Liga,26,1998,10.4,2,0,0,18,8,0,2,12,17,0,0,0,44,21,12,63.6
Luis Milla,ESP,MF,Getafe,La Liga,29,1994,31.9,6,0,0,38,48,0,201,24,40,0,1,0,168,31,35,47
Pere Milla,ESP,"MF,FW",Espanyol,La Liga,31,1992,5.1,3,0,0,5,12,2,14,3,2,0,0,0,25,11,8,57.9
Enzo Millot,FRA,"MF,FW",Stuttgart,Bundesliga,22,2002,20.5,9,0,0,25,37,3,41,13,13,0,1,0,99,8,19,29.6
James Milner,ENG,MF,Brighton,Premier League,38,1986,1.9,1,0,0,3,1,0,8,2,2,0,0,0,2,0,1,0
Kim Min-jae,KOR,DF,Bayern Munich,Bundesliga,27,1996,25.4,2,0,0,25,4,0,0,37,20,0,0,0,153,82,43,65.6
Yerry Mina,COL,DF,Cagliari,Serie A,29,1994,28.5,6,1,1,40,58,2,1,37,32,0,0,0,158,94,50,65.3
Takumi Minamino,JPN,"MF,FW",Monaco,Ligue 1,29,1995,24.8,4,0,0,31,23,10,23,10,19,0,0,0,88,19,30,38.8
Lucas Mincarelli,FRA,DF,Montpellier,Ligue 1,20,2004,7.9,0,0,0,5,5,0,21,9,10,0,0,0,25,5,9,35.7
Tyrone Mings,ENG,DF,Aston Villa,Premier League,31,1993,12.4,1,0,0,4,11,0,1,7,6,0,0,0,38,27,22,55.1
Óscar Mingueza,ESP,"MF,DF",Celta Vigo,La Liga,25,1999,30.3,6,1,0,24,31,2,139,22,24,1,0,0,138,11,11,50
Kim Minsu,KOR,"MF,FW",Girona,La Liga,18,2006,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Yankuba Minteh,GAM,"FW,MF",Brighton,Premier League,20,2004,20.4,6,0,0,21,11,6,91,11,35,0,0,0,85,17,34,33.3
Bojan Miovski,MKD,FW,Girona,La Liga,25,1999,9.7,0,0,0,13,11,8,3,2,5,1,0,0,13,13,22,37.1
Rafa Mir,ESP,"FW,MF",Valencia,La Liga,27,1997,8.4,4,0,0,13,7,5,7,5,6,0,0,0,18,12,21,36.4
Juan Miranda,ESP,DF,Bologna,Serie A,24,2000,25.3,4,1,0,26,33,2,211,23,18,0,0,0,97,36,33,52.2
Fabio Miretti,ITA,"MF,FW",Genoa,Serie A,20,2003,18.6,2,0,0,23,53,2,61,7,15,0,0,0,85,11,23,32.4
Tyrick Mitchell,ENG,DF,Crystal Palace,Premier League,24,1999,34.4,2,0,0,23,25,2,105,19,55,1,0,0,168,20,21,48.8
Kaoru Mitoma,JPN,"FW,MF",Brighton,Premier League,27,1997,28.9,1,0,0,40,24,5,75,14,27,0,0,0,99,26,27,49.1
Maximilian Mittelstädt,GER,DF,Stuttgart,Bundesliga,27,1997,27.4,5,0,0,24,38,2,164,47,54,0,0,0,119,24,19,55.8
Koji Miyoshi,JPN,"FW,MF",Bochum,Bundesliga,27,1997,5.2,0,1,0,10,4,2,9,2,5,0,0,0,22,2,13,13.3
Henrikh Mkhitaryan,ARM,MF,Inter,Serie A,35,1989,25.9,4,0,0,33,24,5,22,16,24,0,0,0,131,23,13,63.9
Jakub Moder,POL,MF,Brighton,Premier League,25,1999,0.1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
Rui Modesto,ANG,"DF,MF",Udinese,Serie A,24,1999,6.8,1,0,0,10,5,1,26,8,12,0,0,0,26,10,14,41.7
Luka Modrić,CRO,MF,Real Madrid,La Liga,38,1985,20.3,7,0,0,23,19,2,112,27,20,0,0,0,105,6,13,31.6
Max Moerstedt,GER,FW,Hoffenheim,Bundesliga,,,5,2,0,0,6,10,1,1,0,5,0,0,0,11,16,22,42.1
Terem Moffi,NGA,FW,Nice,Ligue 1,25,1999,0.6,0,0,0,1,0,1,0,0,0,0,0,0,1,3,1,75
Mostafa Mohamed,EGY,FW,Nantes,Ligue 1,26,1997,13.9,3,0,0,32,36,5,4,10,9,1,0,0,50,57,49,53.8
Johan Mojica,COL,DF,Mallorca,La Liga,31,1992,30.6,5,0,0,18,24,0,143,26,23,1,2,0,181,9,18,33.3
David Mokwa,FRA,"DF,FW",Hoffenheim,Bundesliga,20,2004,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,50
Alberto Moleiro,ESP,"FW,MF",Las Palmas,La Liga,20,2003,30.2,5,0,0,31,40,2,32,18,12,0,0,0,132,5,22,18.5
Nahuel Molina,ARG,DF,Atlético Madrid,La Liga,26,1998,17.7,1,0,0,13,8,4,55,13,19,0,0,0,66,10,12,45.5
Florent Mollet,FRA,"MF,FW",Nantes,Ligue 1,32,1991,2.7,1,0,0,2,3,1,13,1,2,0,0,0,13,1,4,20
Jon Moncayola,ESP,MF,Osasuna,La Liga,26,1998,23.3,8,0,0,34,9,0,107,11,41,0,0,0,91,15,16,48.4
Jeremy Monga,,"FW,MF",Leicester City,Premier League,,,1.2,0,0,0,0,5,0,4,0,1,0,0,0,10,0,1,0
Gonzalo Montiel,ARG,"DF,MF",Sevilla,La Liga,27,1997,1.3,1,0,0,3,1,0,3,2,2,0,0,0,4,1,0,100
Lorenzo Montipò,ITA,GK,Hellas Verona,Serie A,28,1996,36,0,0,0,0,7,0,0,0,0,0,0,1,28,7,1,87.5
Mikey Moore,ENG,FW,Tottenham,Premier League,16,2007,4.1,0,0,0,3,7,3,16,1,1,0,0,0,11,1,6,14.3
Álvaro Morata,ESP,"FW,MF",Milan,Serie A,31,1992,12.2,5,0,0,25,18,11,13,5,10,0,0,0,31,14,20,41.2
Morato,BRA,DF,Nott'ham Forest,Premier League,23,2001,10.1,5,0,0,11,2,0,0,10,14,0,0,0,36,6,14,30
Diego Moreira,POR,"DF,MF",Strasbourg,Ligue 1,19,2004,28.5,4,1,0,26,35,2,93,35,28,0,1,0,139,27,29,48.2
Alberto Moreno,ESP,DF,Como,Serie A,32,1992,19.2,4,0,0,17,14,1,49,14,11,0,0,0,74,11,20,35.5
