player,nation,position,squad,competition,age,born,matches_played,starts,min,90s,goals,assists,g+a,npg,pk,pk_att,yellowcards,redcards,xg,npxg,xag,npxg+xag,progressive_carries,progressive_passes,progressivepassses_rec,goals_per90,assist_per90,g+a_per90,npg_per90,npg+ass_per90,xg_per90,xag_per90,xg+xag_per90,npxg_per90,npxg+xag_per90
Iván Martín,ESP,MF,Girona,La Liga,25,1999,32,24,2039,22.7,1,1,2,1,0,0,1,0,1.8,1.8,1.9,3.6,57,131,76,0.04,0.04,0.09,0.04,0.09,0.08,0.08,0.16,0.08,0.16
Jon Martin,ESP,DF,Real Sociedad,La Liga,18,2006,13,6,904,10,0,1,1,0,0,0,2,0,0.6,0.6,0.2,0.8,4,34,0,0,0.1,0.1,0,0.1,0.06,0.02,0.08,0.06,0.08
Jonas Martin,FRA,MF,Brest,Ligue 1,34,1990,17,5,496,5.5,1,0,1,1,0,0,2,0,0.4,0.4,0.3,0.7,8,21,9,0.18,0,0.18,0.18,0.18,0.07,0.06,0.14,0.07,0.14
Mario Martín,ESP,MF,Valladolid,La Liga,20,2004,30,20,1748,19.4,0,1,1,0,0,0,8,3,1.8,1.8,1.4,3.2,18,66,22,0,0.05,0.05,0,0.05,0.09,0.07,0.16,0.09,0.16
Gabriel Martinelli,BRA,"FW,MF",Arsenal,Premier League,23,2001,33,25,2290,25.4,8,4,12,8,0,0,1,0,7.4,7.4,5,12.4,124,52,289,0.31,0.16,0.47,0.31,0.47,0.29,0.19,0.49,0.29,0.49
Arnau Martinez,ESP,"DF,MF",Girona,La Liga,21,2003,32,30,2624,29.2,2,2,4,2,0,0,3,0,1.2,1.2,2.2,3.5,41,162,102,0.07,0.07,0.14,0.07,0.14,0.04,0.08,0.12,0.04,0.12
Emiliano Martínez,ARG,GK,Aston Villa,Premier League,31,1992,37,37,3194,35.5,0,0,0,0,0,0,5,1,0,0,0.5,0.5,0,4,0,0,0,0,0,0,0,0.02,0.02,0,0.02
Iñigo Martínez,ESP,DF,Barcelona,La Liga,33,1991,28,28,2490,27.7,0,4,4,0,0,0,5,0,0.5,0.5,2.6,3.1,70,260,11,0,0.14,0.14,0,0.14,0.02,0.1,0.11,0.02,0.11
Javi Martínez,ESP,MF,Osasuna,La Liga,24,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Josep Martinez,ESP,GK,Inter,Serie A,26,1998,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02
Lautaro Martínez,ARG,FW,Inter,Serie A,26,1997,30,30,2474,27.5,12,3,15,12,0,0,1,0,13.5,13.5,4.3,17.8,34,68,197,0.44,0.11,0.55,0.44,0.55,0.47,0.15,0.62,0.47,0.62
Lisandro Martínez,ARG,DF,Manchester Utd,Premier League,26,1998,20,20,1751,19.5,2,1,3,2,0,0,7,0,1.3,1.3,1.1,2.4,23,117,7,0.1,0.05,0.15,0.1,0.15,0.07,0.06,0.13,0.07,0.13
Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,28,1996,8,4,351,3.9,1,0,1,1,0,0,1,0,0.7,0.7,0,0.7,3,14,2,0.26,0,0.26,0.26,0.26,0.19,0.01,0.19,0.19,0.19
Ramón Martínez,ESP,DF,Sevilla,La Liga,21,2002,5,2,261,2.9,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,1,5,2,0.34,0,0.34,0.34,0.34,0.12,0.02,0.14,0.12,0.14
Toni Martínez,ESP,FW,Alavés,La Liga,27,1997,28,9,1012,11.2,4,0,4,4,0,0,1,0,3.6,3.6,0.6,4.2,13,11,57,0.36,0,0.36,0.36,0.36,0.32,0.05,0.37,0.32,0.37
Kevin Martins,ITA,"MF,DF",Monza,Serie A,19,2005,9,1,183,2,0,1,1,0,0,0,1,0,0,0,0.4,0.4,3,6,10,0,0.49,0.49,0,0.49,0,0.19,0.19,0,0.19
Javi Martón,ESP,"FW,MF",Athletic Club,La Liga,25,1999,3,0,53,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Adam Marušić,MNE,DF,Lazio,Serie A,31,1992,35,26,2337,26,4,0,4,4,0,0,1,0,2,2,0.6,2.6,23,84,108,0.15,0,0.15,0.15,0.15,0.08,0.02,0.1,0.08,0.1
Marvin,ESP,"DF,FW",Las Palmas,La Liga,24,2000,23,9,1038,11.5,0,0,0,0,0,0,4,0,0.2,0.2,1.1,1.3,29,30,72,0,0,0,0,0,0.02,0.1,0.12,0.02,0.12
Omar Mascarell,EQG,MF,Mallorca,La Liga,31,1993,32,21,1992,22.1,1,0,1,1,0,0,5,1,0.5,0.5,0.2,0.7,10,75,12,0.05,0,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03
Adam Masina,MAR,DF,Torino,Serie A,30,1994,28,20,1919,21.3,1,2,3,1,0,0,5,0,0.7,0.7,0.3,1,15,73,10,0.05,0.09,0.14,0.05,0.14,0.03,0.01,0.05,0.03,0.05
Patrizio Masini,ITA,MF,Genoa,Serie A,23,2001,26,16,1538,17.1,1,0,1,1,0,0,3,0,0.4,0.4,0.2,0.6,16,44,27,0.06,0,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04
Giorgos Masouras,GRE,"FW,MF",Bochum,Bundesliga,30,1994,14,12,1055,11.7,2,1,3,2,0,0,1,0,3.9,3.9,1.1,5,26,19,82,0.17,0.09,0.26,0.17,0.26,0.33,0.09,0.43,0.33,0.43
Erhan Mašović,SRB,DF,Bochum,Bundesliga,25,1998,16,10,910,10.1,1,1,2,1,0,0,2,0,0.6,0.6,0.9,1.5,1,35,4,0.1,0.1,0.2,0.1,0.2,0.06,0.09,0.15,0.06,0.15
Han-Noah Massengo,FRA,MF,Auxerre,Ligue 1,23,2001,17,11,1046,11.6,0,0,0,0,0,0,5,0,0.4,0.4,0.4,0.8,13,28,13,0,0,0,0,0,0.03,0.03,0.07,0.03,0.07
Clinton Mata,ANG,DF,Lyon,Ligue 1,31,1992,29,27,2370,26.3,0,4,4,0,0,0,6,0,0.2,0.2,1.4,1.6,20,88,23,0,0.15,0.15,0,0.15,0.01,0.05,0.06,0.01,0.06
Jaime Mata,ESP,"FW,MF",Las Palmas,La Liga,35,1988,30,4,656,7.3,0,0,0,0,0,0,9,0,2.6,2.6,0.1,2.8,6,10,48,0,0,0,0,0,0.36,0.02,0.38,0.36,0.38
Igor Matanovic,CRO,FW,Eint Frankfurt,Bundesliga,21,2003,16,2,312,3.5,1,0,1,1,0,0,0,0,1.1,1.1,0,1.2,2,6,19,0.29,0,0.29,0.29,0.29,0.33,0.01,0.34,0.33,0.34
Pape Matar Sarr,SEN,MF,Tottenham,Premier League,21,2002,36,22,1913,21.3,3,2,5,3,0,0,6,0,3.7,3.7,1.6,5.3,33,88,53,0.14,0.09,0.24,0.14,0.24,0.17,0.08,0.25,0.17,0.25
Eliot Matazo,BEL,MF,Monaco,Ligue 1,22,2002,3,1,68,0.8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,7,3,0,0,0,0,0,0,0.08,0.08,0,0.08
Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,27,1997,37,33,2648,29.4,14,2,16,12,2,2,2,0,13.6,12,3.2,15.2,45,53,122,0.48,0.07,0.54,0.41,0.48,0.46,0.11,0.57,0.41,0.52
Nemanja Matić,SRB,MF,Lyon,Ligue 1,35,1988,29,25,2010,22.3,0,1,1,0,0,0,1,0,0.1,0.1,1.3,1.3,35,150,15,0,0.04,0.04,0,0.04,0,0.06,0.06,0,0.06
Rudy Matondo,FRA,MF,Auxerre,Ligue 1,16,2008,5,0,66,0.7,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
Chrislain Matsima,FRA,DF,Augsburg,Bundesliga,22,2002,30,28,2551,28.3,1,1,2,1,0,0,4,0,1.8,1.8,0.3,2.1,14,84,13,0.04,0.04,0.07,0.04,0.07,0.06,0.01,0.07,0.06,0.07
Jean Mattéo Bahoya,FRA,"MF,FW",Eint Frankfurt,Bundesliga,19,2005,24,10,921,10.2,2,3,5,2,0,0,3,0,1.9,1.9,1.7,3.6,24,28,93,0.2,0.29,0.49,0.2,0.49,0.18,0.17,0.35,0.18,0.35
Alan Matturro,URU,DF,Genoa,Serie A,19,2004,13,9,900,10,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,12,15,9,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04
Azor Matusiwa,NED,MF,Rennes,Ligue 1,26,1998,29,23,2078,23.1,1,3,4,1,0,0,3,0,1.2,1.2,1.8,3.1,19,134,26,0.04,0.13,0.17,0.04,0.17,0.05,0.08,0.13,0.05,0.13
Neal Maupay,FRA,FW,Marseille,Ligue 1,27,1996,22,13,1042,11.6,4,4,8,4,0,0,3,1,4.1,4.1,2.2,6.3,12,37,81,0.35,0.35,0.69,0.35,0.69,0.36,0.19,0.54,0.36,0.54
Maurides,BRA,FW,St. Pauli,Bundesliga,30,1994,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephy Mavididi,ENG,FW,Leicester City,Premier League,26,1998,30,16,1615,17.9,4,1,5,4,0,0,2,0,1.8,1.8,2.6,4.4,91,57,138,0.22,0.06,0.28,0.22,0.28,0.1,0.15,0.25,0.1,0.25
Konstantinos Mavropanos,GRE,DF,West Ham,Premier League,26,1997,33,21,2045,22.7,0,0,0,0,0,0,6,1,1.5,1.5,0.5,2,17,61,2,0,0,0,0,0,0.07,0.02,0.09,0.07,0.09
Christian Mawissa,FRA,DF,Monaco,Ligue 1,19,2005,22,17,1501,16.7,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,13,44,10,0,0,0,0,0,0,0,0.01,0,0.01
Keke Maximilian Topp,GER,"FW,MF",Werder Bremen,Bundesliga,20,2004,19,1,252,2.8,2,2,4,2,0,0,1,0,1,1,2,3,10,9,27,0.71,0.71,1.43,0.71,1.43,0.35,0.72,1.08,0.35,1.08
Borja Mayoral,ESP,FW,Getafe,La Liga,27,1997,24,7,1114,12.4,5,1,6,4,1,1,0,0,3.4,2.6,0.9,3.6,10,13,43,0.4,0.08,0.48,0.32,0.4,0.28,0.07,0.35,0.21,0.29
Senny Mayulu,FRA,MF,Paris S-G,Ligue 1,18,2006,20,8,808,9,2,2,4,2,0,0,1,0,2.9,2.9,2.1,4.9,29,46,56,0.22,0.22,0.45,0.22,0.45,0.32,0.23,0.55,0.32,0.55
Noussair Mazraoui,MAR,DF,Manchester Utd,Premier League,26,1997,37,34,2838,31.5,0,1,1,0,0,0,3,0,0.7,0.7,1.5,2.2,42,115,58,0,0.03,0.03,0,0.03,0.02,0.05,0.07,0.02,0.07
Andrea Mazza,ITA,GK,Monza,Serie A,20,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luca Mazzitelli,ITA,MF,Como,Serie A,28,1995,11,3,335,3.7,1,1,2,1,0,0,1,0,0.2,0.2,0.6,0.8,2,27,14,0.27,0.27,0.54,0.27,0.54,0.06,0.15,0.21,0.06,0.21
Pasquale Mazzocchi,ITA,"DF,FW",Napoli,Serie A,29,1995,20,7,702,7.8,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.6,20,23,43,0,0,0,0,0,0.03,0.05,0.08,0.03,0.08
Samuel Mbangula,BEL,FW,Juventus,Serie A,20,2004,23,7,709,7.9,3,3,6,3,0,0,1,0,0.6,0.6,1.4,2,25,17,44,0.38,0.38,0.76,0.38,0.76,0.08,0.17,0.25,0.08,0.25
Ethan Mbappé,FRA,"MF,FW",Lille,Ligue 1,17,2006,10,1,222,2.5,0,0,0,0,0,0,3,0,1.1,1.1,1.5,2.6,6,8,32,0,0,0,0,0,0.44,0.6,1.05,0.44,1.05
Kylian Mbappé,FRA,FW,Real Madrid,La Liga,25,1998,34,34,2907,32.3,31,3,34,24,7,9,3,1,25.9,18.6,7.7,26.3,150,140,386,0.96,0.09,1.05,0.74,0.84,0.8,0.24,1.04,0.58,0.81
Ibrahim Mbaye,FRA,"FW,MF",Paris S-G,Ligue 1,16,2008,9,4,340,3.8,1,1,2,1,0,0,0,0,1.8,1.8,1.1,2.9,15,9,54,0.26,0.26,0.53,0.26,0.53,0.48,0.3,0.78,0.48,0.78
Bryan Mbeumo,CMR,FW,Brentford,Premier League,24,1999,38,38,3414,37.9,20,7,27,15,5,6,3,0,12.3,7.5,8.3,15.9,130,141,351,0.53,0.18,0.71,0.4,0.58,0.32,0.22,0.54,0.2,0.42
James Mcatee,ENG,"MF,FW",Manchester City,Premier League,21,2002,15,3,349,3.9,3,0,3,3,0,0,1,0,2.8,2.8,0.5,3.3,7,7,32,0.77,0,0.77,0.77,0.77,0.72,0.13,0.85,0.72,0.85
Kasey McAteer,IRL,FW,Leicester City,Premier League,22,2001,18,9,852,9.5,1,1,2,1,0,0,3,0,1,1,0.7,1.7,19,14,71,0.11,0.11,0.21,0.11,0.21,0.11,0.08,0.18,0.11,0.18
Oliver McBurnie,SCO,FW,Las Palmas,La Liga,28,1996,34,20,1837,20.4,3,6,9,3,0,0,3,0,4.8,4.8,2.8,7.6,7,27,75,0.15,0.29,0.44,0.15,0.44,0.24,0.14,0.37,0.24,0.37
Alex McCarthy,ENG,GK,Southampton,Premier League,34,1989,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John McGinn,SCO,"MF,FW",Aston Villa,Premier League,29,1994,34,27,2223,24.7,1,4,5,1,0,0,7,0,3.1,2.8,3.5,6.3,32,103,87,0.04,0.16,0.2,0.04,0.2,0.13,0.14,0.27,0.11,0.26
Scott McKenna,SCO,DF,Las Palmas,La Liga,27,1996,29,28,2466,27.4,0,0,0,0,0,0,5,1,1.1,1.1,0.7,1.8,11,45,3,0,0,0,0,0,0.04,0.03,0.07,0.04,0.07
Weston McKennie,USA,"MF,DF",Juventus,Serie A,25,1998,32,27,2310,25.7,2,4,6,2,0,0,3,0,2.9,2.9,3.6,6.5,28,101,153,0.08,0.16,0.23,0.08,0.23,0.11,0.14,0.25,0.11,0.25
Mark McKenzie,USA,DF,Toulouse,Ligue 1,25,1999,30,29,2496,27.7,1,1,2,1,0,0,1,1,1.4,1.4,0.5,1.9,10,97,5,0.04,0.04,0.07,0.04,0.07,0.05,0.02,0.07,0.05,0.07
Dwight McNeil,ENG,"MF,FW",Everton,Premier League,24,1999,21,15,1371,15.2,4,6,10,4,0,0,1,0,1.1,1.1,5.2,6.3,38,69,80,0.26,0.39,0.66,0.26,0.66,0.07,0.34,0.41,0.07,0.41
Scott McTominay,SCO,MF,Manchester Utd,Premier League,27,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,2,0,0,0,0,0,0.33,0,0.33,0.33,0.33
Scott McTominay,SCO,MF,Napoli,Serie A,27,1996,34,33,2938,32.6,12,4,16,12,0,0,3,0,7.4,7.4,2.7,10.1,56,112,131,0.37,0.12,0.49,0.37,0.49,0.23,0.08,0.31,0.23,0.31
Jakov Medić,CRO,DF,Bochum,Bundesliga,25,1998,23,17,1603,17.8,1,0,1,1,0,0,2,0,0.9,0.9,0.2,1,2,27,3,0.06,0,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06
Facundo Medina,ARG,DF,Lens,Ligue 1,25,1999,29,29,2543,28.3,0,1,1,0,0,0,15,1,1.8,1.8,2,3.8,46,174,42,0,0.04,0.04,0,0.04,0.06,0.07,0.13,0.06,0.13
Ben Mee,ENG,DF,Brentford,Premier League,34,1989,7,2,183,2,0,0,0,0,0,0,2,0,0,0,0,0,3,11,2,0,0,0,0,0,0,0,0,0,0
Jayden Meghoma,ENG,DF,Brentford,Premier League,18,2006,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henrik Meister,DEN,FW,Rennes,Ligue 1,20,2003,4,0,63,0.7,1,0,1,1,0,0,0,0,0.1,0.1,0.3,0.3,2,1,4,1.43,0,1.43,1.43,1.43,0.09,0.37,0.45,0.09,0.45
Bamo Meïté,CIV,DF,Montpellier,Ligue 1,22,2001,7,6,424,4.7,0,0,0,0,0,0,2,1,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0
Bamo Meïté,CIV,DF,Marseille,Ligue 1,22,2001,3,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed Meité,FRA,FW,Rennes,Ligue 1,16,2007,12,5,544,6,2,0,2,2,0,0,0,0,2.5,2.5,0.6,3.1,8,6,37,0.33,0,0.33,0.33,0.33,0.41,0.1,0.51,0.41,0.51
Mateo Mejía,ESP,FW,Sevilla,La Liga,21,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farid El Melali,ALG,FW,Angers,Ligue 1,27,1997,32,22,1893,21,2,3,5,2,0,0,1,0,3.6,3.6,3.1,6.7,62,43,113,0.1,0.14,0.24,0.1,0.24,0.17,0.15,0.32,0.17,0.32
Filippo Melegoni,ITA,"MF,FW",Genoa,Serie A,25,1999,3,1,89,1,0,1,1,0,0,0,0,0,0,0,0.5,0.5,0,1,2,0,1.01,1.01,0,1.01,0.04,0.51,0.55,0.04,0.55
Arthur Melo,BRA,MF,Girona,La Liga,27,1996,15,10,941,10.5,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,24,70,17,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04
Nuno Mendes,POR,DF,Paris S-G,Ligue 1,22,2002,24,19,1676,18.6,1,3,4,1,0,0,3,0,2.2,2.2,5,7.2,58,127,108,0.05,0.16,0.21,0.05,0.21,0.12,0.27,0.39,0.12,0.39
Brais Méndez,ESP,MF,Real Sociedad,La Liga,27,1997,27,19,1531,17,3,2,5,3,0,0,4,0,3.5,3.5,2,5.5,32,91,86,0.18,0.12,0.29,0.18,0.29,0.21,0.12,0.33,0.21,0.33
Antoine Mendy,SEN,DF,Nice,Ligue 1,20,2004,18,8,825,9.2,0,0,0,0,0,0,2,0,0.6,0.6,0.1,0.7,12,35,15,0,0,0,0,0,0.06,0.01,0.07,0.06,0.07
Ferland Mendy,FRA,DF,Real Madrid,La Liga,29,1995,14,12,1005,11.2,0,1,1,0,0,0,1,1,0,0,0.5,0.5,12,36,40,0,0.09,0.09,0,0.09,0,0.05,0.05,0,0.05
Nampalys Mendy,SEN,MF,Lens,Ligue 1,32,1992,10,7,588,6.5,0,1,1,0,0,0,2,0,0.2,0.2,0.1,0.3,2,28,3,0,0.15,0.15,0,0.15,0.03,0.01,0.04,0.03,0.04
Nobel Mendy,FRA,DF,Betis,La Liga,19,2004,2,1,108,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Gideon Mensah,GHA,DF,Auxerre,Ligue 1,26,1998,29,26,2280,25.3,0,1,1,0,0,0,2,0,0.2,0.2,2.6,2.8,52,93,101,0,0.04,0.04,0,0.04,0.01,0.1,0.11,0.01,0.11
Alex Meret,ITA,GK,Napoli,Serie A,27,1997,34,34,3005,33.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mikel Merino,ESP,"MF,FW",Arsenal,Premier League,28,1996,28,17,1586,17.6,7,2,9,7,0,0,4,1,5.9,5.9,2,7.9,11,69,94,0.4,0.11,0.51,0.4,0.51,0.34,0.11,0.45,0.34,0.45
Quentin Merlin,FRA,DF,Marseille,Ligue 1,22,2002,27,21,1589,17.7,1,3,4,1,0,0,1,0,2.1,2.1,3,5,40,86,169,0.06,0.17,0.23,0.06,0.23,0.12,0.17,0.28,0.12,0.28
Víctor Meseguer,ESP,MF,Valladolid,La Liga,25,1999,14,2,418,4.6,0,0,0,0,0,0,1,0,0.7,0.7,0,0.7,2,22,22,0,0,0,0,0,0.15,0.01,0.15,0.15,0.15
Rafik Messali,FRA,DF,Toulouse,Ligue 1,21,2003,13,5,456,5.1,0,1,1,0,0,0,0,0,0.3,0.3,1,1.3,13,21,29,0,0.2,0.2,0,0.2,0.05,0.2,0.25,0.05,0.25
Junior Messias,BRA,"MF,FW",Genoa,Serie A,33,1991,17,8,847,9.4,1,1,2,1,0,1,1,0,2.4,1.4,0.7,2.1,32,32,49,0.11,0.11,0.21,0.11,0.21,0.25,0.07,0.33,0.15,0.23
Connor Metcalfe,AUS,"MF,FW",St. Pauli,Bundesliga,24,1999,10,3,358,4,0,0,0,0,0,0,2,1,0.7,0.7,0.2,0.9,6,8,11,0,0,0,0,0,0.18,0.04,0.22,0.18,0.22
Karol Mets,EST,DF,St. Pauli,Bundesliga,31,1993,10,10,900,10,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,5,54,2,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03
Thomas Meunier,BEL,DF,Lille,Ligue 1,32,1991,30,21,1928,21.4,2,0,2,2,0,0,5,0,1.9,1.9,0.7,2.5,64,136,148,0.09,0,0.09,0.09,0.09,0.09,0.03,0.12,0.09,0.12
Alexander Meyer,GER,GK,Dortmund,Bundesliga,33,1991,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0.06
Shumaira Mheuka,ENG,MF,Chelsea,Premier League,16,2007,1,0,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,5.06,0,5.06,5.06,5.06
Lucas Michal,FRA,"FW,MF",Monaco,Ligue 1,19,2005,8,0,117,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.9,1.1,4,4,11,0,0,0,0,0,0.17,0.7,0.87,0.17,0.87
Florian Micheler,AUT,MF,Hoffenheim,Bundesliga,19,2005,1,0,32,0.4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Miguel,ESP,FW,Leganés,La Liga,24,1999,34,17,1724,19.2,1,3,4,0,1,2,3,0,4.9,3.3,1.4,4.8,14,16,90,0.05,0.16,0.21,0,0.16,0.26,0.07,0.33,0.17,0.25
Valentin Mihaila,ROU,"FW,MF",Parma,Serie A,24,2000,21,16,1288,14.3,0,3,3,0,0,0,2,0,2.4,2.4,1.2,3.6,25,41,72,0,0.21,0.21,0,0.21,0.17,0.08,0.25,0.17,0.25
Georges Mikautadze,GEO,FW,Lyon,Ligue 1,23,2000,34,13,1449,16.1,11,6,17,8,3,4,2,0,10.3,7,4.3,11.4,37,54,140,0.68,0.37,1.06,0.5,0.87,0.64,0.27,0.91,0.44,0.71
Igor Miladinović,SRB,"FW,MF",Saint-Étienne,Ligue 1,21,2003,3,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Nikola Milenković,SRB,DF,Nott'ham Forest,Premier League,26,1997,37,37,3330,37,5,2,7,5,0,0,4,0,4,4,1.1,5.1,3,51,6,0.14,0.05,0.19,0.14,0.19,0.11,0.03,0.14,0.11,0.14
Lewis Miley,ENG,MF,Newcastle Utd,Premier League,18,2006,14,1,313,3.5,1,0,1,1,0,0,0,0,0.5,0.5,0,0.6,2,17,8,0.29,0,0.29,0.29,0.29,0.16,0.01,0.16,0.16,0.16
Vanja Milinković-Savić,SRB,GK,Torino,Serie A,27,1997,37,37,3330,37,0,0,0,0,0,0,3,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
Éder Militão,BRA,DF,Real Madrid,La Liga,26,1998,12,11,938,10.4,1,1,2,1,0,0,2,0,0.6,0.6,0.5,1.1,7,46,1,0.1,0.1,0.19,0.1,0.19,0.06,0.05,0.11,0.06,0.11
Luis Milla,ESP,MF,Getafe,La Liga,29,1994,33,32,2875,31.9,1,4,5,0,1,1,6,0,1.8,1,3.9,4.9,32,152,30,0.03,0.13,0.16,0,0.13,0.06,0.12,0.18,0.03,0.15
Pere Milla,ESP,"MF,FW",Espanyol,La Liga,31,1992,20,1,456,5.1,3,0,3,3,0,0,3,0,1.5,1.5,0.3,1.8,9,13,27,0.59,0,0.59,0.59,0.59,0.29,0.06,0.35,0.29,0.35
Enzo Millot,FRA,"MF,FW",Stuttgart,Bundesliga,22,2002,29,22,1843,20.5,6,5,11,6,0,1,9,0,7.6,6.7,3.1,9.8,44,118,123,0.29,0.24,0.54,0.29,0.54,0.37,0.15,0.52,0.33,0.48
James Milner,ENG,MF,Brighton,Premier League,38,1986,4,3,170,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,10,10,0,0,0,0,0,0.09,0.12,0.21,0.09,0.21
Kim Min-jae,KOR,DF,Bayern Munich,Bundesliga,27,1996,27,27,2283,25.4,2,0,2,2,0,0,2,0,1.6,1.6,0.3,1.9,16,181,5,0.08,0,0.08,0.08,0.08,0.06,0.01,0.08,0.06,0.08
Yerry Mina,COL,DF,Cagliari,Serie A,29,1994,31,31,2569,28.5,1,0,1,1,0,0,6,1,2.3,2.3,0.3,2.6,17,76,9,0.04,0,0.04,0.04,0.04,0.08,0.01,0.09,0.08,0.09
Takumi Minamino,JPN,"MF,FW",Monaco,Ligue 1,29,1995,31,27,2231,24.8,6,3,9,6,0,0,4,0,8.9,8.9,6.6,15.5,51,114,193,0.24,0.12,0.36,0.24,0.36,0.36,0.26,0.62,0.36,0.62
Lucas Mincarelli,FRA,DF,Montpellier,Ligue 1,20,2004,10,8,715,7.9,1,0,1,1,0,0,0,0,0.6,0.6,0.3,0.9,15,25,16,0.13,0,0.13,0.13,0.13,0.08,0.03,0.11,0.08,0.11
Tyrone Mings,ENG,DF,Aston Villa,Premier League,31,1993,14,12,1120,12.4,0,0,0,0,0,0,1,0,0.8,0.8,0.2,1,7,40,1,0,0,0,0,0,0.07,0.02,0.08,0.07,0.08
Óscar Mingueza,ESP,"MF,DF",Celta Vigo,La Liga,25,1999,34,31,2729,30.3,4,6,10,4,0,0,6,1,1.5,1.5,5.6,7.1,69,200,194,0.13,0.2,0.33,0.13,0.33,0.05,0.19,0.23,0.05,0.23
Kim Minsu,KOR,"MF,FW",Girona,La Liga,18,2006,3,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Yankuba Minteh,GAM,"FW,MF",Brighton,Premier League,20,2004,32,20,1838,20.4,6,4,10,6,0,0,6,0,4.1,4.1,5,9.1,90,48,201,0.29,0.2,0.49,0.29,0.49,0.2,0.24,0.44,0.2,0.44
Bojan Miovski,MKD,FW,Girona,La Liga,25,1999,17,12,869,9.7,2,1,3,2,0,0,0,0,2.7,2.7,0.2,2.9,4,4,33,0.21,0.1,0.31,0.21,0.31,0.28,0.02,0.3,0.28,0.3
Rafa Mir,ESP,"FW,MF",Valencia,La Liga,27,1997,20,5,753,8.4,1,2,3,1,0,0,4,0,3,3,0.7,3.8,10,20,28,0.12,0.24,0.36,0.12,0.36,0.36,0.09,0.45,0.36,0.45
Juan Miranda,ESP,DF,Bologna,Serie A,24,2000,31,25,2277,25.3,0,6,6,0,0,0,4,1,0.7,0.7,6.1,6.8,34,163,88,0,0.24,0.24,0,0.24,0.03,0.24,0.27,0.03,0.27
Fabio Miretti,ITA,"MF,FW",Genoa,Serie A,20,2003,25,22,1677,18.6,3,3,6,3,0,0,2,0,3.1,3.1,2,5.1,33,54,100,0.16,0.16,0.32,0.16,0.32,0.17,0.11,0.27,0.17,0.27
